student_id,age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,exam_score,diet_quality_ord,internet_quality_ord,parental_education_level_ord,gender_Male,gender_Other,part_time_job_Yes,extracurricular_participation_Yes
S1864,20,0.0,0.3,1.1,88.0,5.4,1,10,53.3,1,1,1,False,False,True,True
S1865,17,3.8,2.0,1.4,82.6,5.4,2,2,65.9,2,2,3,True,False,False,False
S1866,21,6.2,2.7,0.9,80.9,3.7,3,4,87.9,1,2,2,False,False,False,True
S1867,22,5.4,3.0,1.5,100.0,8.5,6,2,94.5,0,2,2,False,False,False,False
S1868,23,3.8,1.9,3.6,96.8,5.5,6,2,77.8,1,2,3,True,False,False,False
S1869,22,2.8,2.5,2.7,86.4,6.3,4,10,74.6,1,1,3,True,False,True,False
S1870,21,4.7,0.0,2.7,62.0,5.4,1,3,67.5,2,2,1,False,True,True,False
S1871,24,2.0,1.7,0.2,81.4,7.3,3,8,66.5,0,2,3,True,False,True,True
S1872,18,4.2,3.0,0.5,100.0,6.0,3,4,78.4,1,1,0,False,False,False,False
S1873,17,4.3,1.3,0.0,82.7,4.9,1,7,84.9,1,2,1,False,False,False,False
S1874,18,5.1,2.6,0.9,96.0,7.0,0,10,96.6,1,1,3,True,False,False,False
S1875,19,7.6,3.0,2.9,99.4,4.8,0,3,100.0,0,2,1,False,False,False,False
S1876,18,4.1,2.1,2.4,87.2,5.5,4,10,83.1,1,2,1,True,False,False,False
S1877,18,2.7,2.7,1.6,76.6,4.0,0,3,36.9,2,1,1,False,False,False,False
S1878,21,3.5,1.3,1.8,60.6,4.8,4,2,60.0,1,2,2,True,False,True,False
S1879,21,0.8,2.3,1.0,91.8,6.7,2,6,44.3,1,0,1,False,False,False,False
S1880,21,2.5,3.2,2.0,76.9,4.1,1,6,41.6,1,2,2,True,False,False,False
S1881,22,2.9,2.7,2.6,86.8,4.7,3,1,45.5,1,1,3,True,False,True,False
S1882,19,2.7,1.8,0.0,72.5,6.5,4,7,68.2,1,0,2,False,True,False,False
S1883,24,3.7,2.8,2.1,82.3,5.8,6,4,75.5,2,1,1,True,False,False,False
S1884,24,2.3,3.4,2.8,85.3,8.9,0,3,40.9,2,2,3,False,False,False,False
S1885,21,5.2,0.0,1.3,87.7,8.7,6,8,100.0,1,0,1,True,False,False,False
S1886,17,3.5,3.9,2.6,73.9,5.5,4,2,65.6,1,2,1,False,False,False,True
S1887,22,3.5,2.1,4.9,97.0,7.2,5,9,75.9,2,0,0,True,False,False,False
S1888,20,3.0,3.0,1.7,79.0,7.4,4,8,69.8,1,2,2,False,True,True,True
S1889,17,3.7,3.9,2.2,68.3,5.8,0,8,66.6,1,2,1,True,False,True,False
S1890,23,4.7,0.9,1.0,83.9,4.7,5,3,84.5,1,1,1,True,False,True,False
S1891,23,2.2,1.6,2.0,85.3,6.5,5,4,65.6,2,1,1,True,False,True,True
S1892,17,2.5,2.2,2.3,86.6,6.3,0,2,46.8,1,2,1,True,False,False,False
S1893,21,3.0,1.6,2.0,98.6,6.0,5,2,67.7,2,2,2,False,False,False,False
S1894,20,1.5,4.6,0.7,82.6,7.0,1,4,45.4,2,2,2,True,False,True,True
S1895,20,2.3,1.5,2.0,83.8,5.6,3,6,57.0,1,1,2,False,False,False,False
S1896,22,2.8,1.8,3.4,74.0,5.1,6,5,58.4,2,1,1,True,False,True,False
S1897,20,4.8,2.7,2.3,93.2,6.6,1,1,70.8,2,2,1,True,False,False,True
S1898,23,3.9,1.1,2.9,86.8,7.0,1,10,75.7,1,1,3,False,False,False,False
S1899,19,3.8,2.0,1.5,80.8,5.1,0,1,55.7,0,1,0,False,False,False,False
S1900,21,4.8,2.9,2.6,66.0,7.6,0,6,82.1,0,1,3,True,False,False,True
S1901,20,3.3,2.1,2.1,99.4,4.4,6,3,71.4,1,2,1,True,False,False,True
S1902,22,4.1,2.4,0.8,72.7,5.8,3,3,66.7,1,2,3,True,False,False,False
S1903,23,3.3,1.9,2.2,79.1,6.2,4,7,70.9,1,1,1,False,False,False,False
S1904,19,3.9,0.7,0.7,88.6,5.7,1,1,73.0,0,0,1,False,False,True,True
S1905,18,2.6,2.9,1.1,73.0,5.8,5,1,53.9,2,0,2,True,False,True,True
S1906,18,0.0,4.6,2.0,70.1,8.7,3,10,43.4,1,1,2,False,False,True,False
S1907,19,3.3,2.5,2.1,63.8,5.5,1,3,55.4,1,1,1,False,False,False,False
S1908,23,5.6,2.8,0.5,92.2,9.4,4,8,100.0,1,2,2,False,False,True,False
S1909,22,4.9,3.3,3.0,79.5,7.0,5,1,71.8,1,1,2,False,False,False,False
S1910,19,4.9,1.0,2.4,100.0,6.6,1,10,89.2,1,1,0,True,False,False,False
S1911,21,5.4,4.5,1.0,75.1,7.1,2,4,83.9,1,2,0,True,False,False,False
S1912,21,3.6,2.7,0.1,75.8,9.5,6,9,89.1,0,1,1,True,False,False,False
S1913,18,3.8,4.5,1.6,79.3,5.3,3,4,53.5,2,2,1,True,False,True,False
S1914,20,2.6,1.6,1.3,87.4,5.2,6,10,72.9,2,0,2,False,False,True,False
S1915,22,3.0,4.7,1.9,80.3,5.6,0,8,61.0,1,1,1,False,False,False,False
S1916,18,4.4,3.4,1.4,91.1,6.5,1,7,69.1,2,2,1,True,False,False,False
S1917,20,5.3,3.2,0.0,75.2,4.4,5,3,77.2,2,2,1,True,False,False,False
S1918,20,3.3,2.8,1.4,71.2,6.5,5,7,71.9,0,1,2,True,False,True,False
S1919,24,2.8,2.2,1.5,67.0,8.5,3,7,74.7,2,2,1,False,False,False,True
S1920,21,3.5,3.9,2.5,62.8,6.7,3,10,74.5,2,2,0,True,False,True,False
S1921,23,4.4,2.7,1.0,79.8,6.1,6,3,85.4,1,1,0,False,False,False,False
S1922,17,1.3,0.1,3.6,82.0,5.8,5,2,44.3,0,1,3,True,False,False,True
S1923,23,0.1,1.2,0.0,78.7,7.6,5,9,53.4,0,2,1,True,False,False,False
S1924,17,2.7,2.3,3.2,97.4,5.5,5,1,57.4,0,1,2,False,True,True,True
S1925,19,1.7,2.9,1.6,97.3,8.7,1,7,53.6,2,2,0,False,True,True,False
S1926,21,2.7,2.4,2.7,81.7,8.8,5,4,58.8,1,2,1,True,False,False,True
S1927,20,3.3,4.0,1.9,67.1,6.8,0,2,43.5,2,2,2,False,False,False,False
S1928,22,2.8,0.2,3.1,79.3,6.5,5,2,65.6,2,1,1,False,False,False,False
S1929,17,5.7,2.7,1.4,79.0,7.7,0,8,89.8,2,1,3,False,False,False,True
S1930,23,4.0,0.3,0.6,78.4,7.8,1,7,89.5,2,2,3,True,False,False,False
S1931,20,4.0,3.4,3.4,78.0,5.5,3,7,68.8,0,1,2,False,False,True,True
S1932,17,4.4,2.4,1.7,78.5,5.9,0,5,76.8,1,1,2,False,False,False,False
S1933,17,1.8,3.0,2.0,81.1,4.9,1,10,47.5,2,1,1,False,False,False,False
S1934,24,5.1,1.5,3.2,78.6,7.0,5,8,89.3,0,0,1,True,False,False,True
S1935,17,3.4,4.0,0.7,87.1,7.3,1,2,62.0,0,2,3,True,False,True,False
S1936,22,4.5,3.8,2.5,88.6,4.9,5,2,66.1,2,1,2,True,False,False,True
S1937,21,1.9,3.2,1.2,75.9,6.0,6,5,41.7,2,2,2,False,False,False,False
S1938,22,1.2,2.3,1.7,97.7,4.9,1,1,28.0,1,0,1,True,False,False,False
S1939,18,4.7,3.2,1.9,75.2,5.4,3,6,71.0,2,2,0,False,False,False,False
S1940,20,4.1,1.7,0.1,68.8,7.2,0,4,67.5,2,1,3,False,True,True,False
S1941,21,2.1,3.5,0.9,88.8,5.6,6,6,63.4,1,2,1,True,False,False,False
S1942,24,2.2,4.5,3.3,76.8,6.1,3,7,50.2,0,2,1,False,False,False,False
S1943,21,5.2,3.8,2.8,88.2,4.5,2,3,72.0,2,0,1,True,False,False,False
S1944,21,1.7,1.6,1.7,61.0,6.7,5,8,67.9,1,2,2,False,False,False,True
S1945,23,6.0,2.9,2.1,98.9,6.4,0,7,100.0,0,1,0,True,False,True,False
S1946,21,2.1,0.9,1.5,91.7,5.6,3,1,55.0,1,2,2,False,False,False,True
S1947,24,4.5,3.2,3.3,70.0,6.3,0,6,59.9,2,2,1,False,False,True,True
S1948,22,3.0,3.0,1.6,70.2,6.7,2,7,63.2,1,2,3,False,False,False,False
S1949,21,4.4,0.3,2.1,100.0,5.5,4,4,84.5,1,2,2,False,False,False,False
S1950,19,2.7,1.1,3.1,77.6,4.7,5,2,50.8,1,1,1,False,False,False,False
S1951,20,3.3,2.2,0.9,76.7,8.7,5,10,94.0,2,0,2,False,False,False,False
S1952,21,3.6,2.1,3.5,62.3,5.7,1,9,65.6,0,1,1,False,False,True,False
S1953,20,2.0,1.0,0.1,81.5,6.4,5,7,61.7,1,1,1,False,False,False,False
S1954,19,4.6,3.0,3.6,82.7,7.7,5,1,66.0,2,2,3,True,False,False,True
S1955,19,2.7,2.8,1.4,92.2,10.0,3,8,86.9,0,1,1,False,False,True,False
S1956,20,3.2,2.3,1.5,71.0,5.0,6,3,59.6,2,2,1,False,False,False,False
S1957,17,2.0,1.6,0.0,69.8,7.0,5,4,49.1,2,1,1,False,False,False,False
S1958,18,0.0,3.8,1.3,89.5,5.7,5,5,31.1,2,1,1,True,False,True,False
S1959,23,3.2,4.5,0.7,95.1,5.9,2,1,45.7,1,2,3,False,False,False,False
S1960,17,7.1,1.9,1.1,69.3,5.6,6,6,100.0,2,1,1,True,False,True,False
S1961,17,4.7,1.8,1.6,95.8,5.1,2,10,81.1,2,2,3,False,False,False,False
S1962,22,3.5,3.1,2.9,85.4,6.5,0,6,55.1,2,1,3,True,False,True,False
S1963,23,3.1,2.1,2.0,95.9,4.7,0,2,53.3,0,2,1,False,False,False,False
S1964,23,3.5,2.3,2.1,84.3,7.6,5,10,89.1,2,0,1,False,True,False,True
S1965,17,4.3,3.4,0.6,59.8,6.6,5,6,77.3,1,1,3,True,False,False,True
S1966,21,1.7,0.2,0.8,83.5,7.0,1,8,56.4,0,2,1,False,True,False,True
S1967,22,5.2,4.1,3.8,95.6,5.9,0,6,76.1,1,2,0,True,False,False,False
S1968,22,4.6,2.6,1.0,76.1,6.1,3,4,74.6,2,1,1,False,False,False,False
S1969,19,4.6,2.0,3.6,81.1,6.8,5,4,83.0,1,1,2,False,False,True,False
S1970,24,4.2,2.4,1.5,83.2,5.1,3,9,85.9,1,1,2,False,False,False,True
S1971,23,3.5,2.5,1.8,56.0,6.1,5,6,64.5,2,1,1,False,False,False,False
S1972,17,4.5,0.4,3.0,100.0,5.5,3,8,91.9,1,2,1,False,False,False,False
S1973,19,4.4,4.3,3.2,76.0,5.4,4,8,74.6,2,2,3,True,False,False,False
S1974,20,3.0,2.5,1.7,90.1,4.0,3,7,70.9,1,0,2,True,False,False,False
S1975,18,2.6,3.0,1.4,84.1,8.1,6,3,66.7,1,1,2,False,False,False,False
S1976,24,3.7,3.6,1.7,97.6,5.7,0,10,77.4,2,2,2,False,False,False,True
S1977,24,5.8,1.3,2.2,89.1,7.9,5,1,99.0,2,1,1,False,False,True,True
S1978,24,1.6,3.1,2.8,82.7,7.8,0,5,43.5,1,2,2,False,False,False,True
S1979,22,1.3,2.2,1.8,76.1,5.0,6,10,53.4,2,0,1,True,False,False,False
S1980,20,3.7,3.5,2.5,93.0,5.2,6,10,81.0,0,2,1,False,False,False,True
S1981,24,3.6,0.0,3.6,66.3,9.6,3,2,66.2,1,1,2,True,False,False,False
S1982,20,3.8,2.4,2.2,91.5,8.6,2,10,88.0,1,2,1,False,False,True,False
S1983,21,3.9,1.8,2.1,74.0,6.5,2,2,64.4,0,1,3,True,False,False,False
S1984,24,3.2,3.0,0.1,97.5,6.8,6,7,82.4,1,1,1,True,False,False,False
S1985,18,5.7,3.1,0.0,86.6,5.7,2,3,80.9,1,2,3,True,False,True,True
S1986,20,1.1,1.7,2.2,91.4,7.0,5,8,59.6,0,0,3,True,False,False,False
S1987,20,2.3,1.6,1.7,85.8,5.6,1,9,56.2,1,1,1,False,False,True,False
S1988,18,3.3,2.4,1.2,67.5,4.1,4,8,72.5,1,1,2,True,False,False,True
S1989,24,1.0,1.4,2.1,76.4,4.9,3,6,47.6,1,1,1,True,False,True,False
S1990,18,3.2,3.5,1.7,91.7,6.5,1,5,63.6,2,2,3,True,False,False,False
S1991,20,6.0,2.1,3.0,86.7,5.1,2,3,85.3,2,2,1,True,False,False,False
S1992,18,3.5,0.0,1.9,96.8,6.4,3,3,71.8,1,0,2,True,False,False,False
S1993,20,3.8,2.1,1.0,89.0,5.2,1,7,70.9,2,2,1,True,False,False,False
S1994,20,1.6,1.3,2.9,75.3,5.6,0,5,41.7,2,1,1,False,False,False,False
S1995,21,2.6,0.5,1.6,77.0,7.5,2,6,76.1,1,2,1,False,False,False,True
S1996,17,2.9,1.0,2.4,86.0,6.8,1,6,65.9,0,1,1,False,False,True,True
S1997,20,3.0,2.6,1.3,61.9,6.5,5,9,64.4,2,2,2,True,False,False,True
S1998,24,5.4,4.1,1.1,100.0,7.6,0,1,69.7,1,1,2,True,False,True,False
S1999,19,4.3,2.9,1.9,89.4,7.1,2,8,74.9,2,1,2,False,False,False,False
